customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7590-VHVEG,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.43205972521207,3791.1338099255636,Yes
7590-VHVEG,Female,0,No,No,0,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,35.45354880336183,-507.6694416370451,Yes
7590-VHVEG,Female,0,No,Yes,3,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),58.31521470923871,979.4948501654426,No
7590-VHVEG,Male,0,No,No,7,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,109.89592972833803,-801.7317627770831,Yes
7590-VHVEG,Female,0,Yes,No,1,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,One year,No,Mailed check,39.91463337317032,500.28652989299417,No
7590-VHVEG,Female,0,Yes,No,2,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),84.98731870325257,-2714.9115250673567,No
7590-VHVEG,Male,1,Yes,No,0,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.08762373181867,2240.5264816665326,Yes
7590-VHVEG,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,31.12091042442696,3130.824325348835,Yes
7590-VHVEG,Male,0,Yes,No,2,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,5.541265713533605,1688.5467648339315,Yes
7590-VHVEG,Female,0,Yes,Yes,0,No,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.24251723969865,3450.453783691274,Yes
7590-VHVEG,Male,0,No,No,3,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,79.74368049472795,850.1896126334022,Yes
7590-VHVEG,Male,0,Yes,No,3,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,32.24014159563426,2665.2020185453216,No
7590-VHVEG,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),66.00405356704725,-242.5719349746023,No
7590-VHVEG,Female,0,Yes,No,1,Yes,Yes,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),101.62752065920196,2611.858396775193,Yes
7590-VHVEG,Female,0,No,No,7,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.52704019983598,3178.7638194915708,Yes
7590-VHVEG,Female,1,Yes,Yes,0,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,126.84465503588453,2534.4698047503985,Yes
7590-VHVEG,Female,0,Yes,No,2,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,One year,No,Electronic check,37.126648310866585,1660.2128948700445,Yes
7590-VHVEG,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),110.4944461347128,4469.029000926892,Yes
7590-VHVEG,Female,1,No,Yes,7,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),42.81075149552788,2272.8006751949656,Yes
7590-VHVEG,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,12.688742453073843,3020.0103686058596,No
7590-VHVEG,Male,0,No,No,1,Yes,No,No,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,73.5935265835011,3893.4282296131646,Yes
7590-VHVEG,Female,1,Yes,Yes,0,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,56.12457570827466,4132.166531019345,Yes
7590-VHVEG,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),83.62914911757893,1291.8687132845232,No
7590-VHVEG,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,86.98121637157405,4589.895885229491,Yes
7590-VHVEG,Male,0,Yes,Yes,0,No,No,No,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),69.00153615188859,2248.236645474052,Yes
7590-VHVEG,Male,1,Yes,No,6,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,61.818233311212765,4603.444553283307,No
7590-VHVEG,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.44040892487084,3205.563654091914,Yes
7590-VHVEG,Male,0,No,No,0,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,101.20987087236861,2034.5685265717623,Yes
7590-VHVEG,Female,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,No,Electronic check,73.28201236333895,1622.2161153712336,Yes
7590-VHVEG,Female,0,Yes,No,2,Yes,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),65.05829071563375,-119.63573775136456,Yes
7590-VHVEG,Male,0,Yes,No,0,Yes,Yes,No,No,No,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),40.036902040235724,2324.514557721267,Yes
7590-VHVEG,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Mailed check,67.36609984481139,-795.517358360175,No
7590-VHVEG,Female,0,No,No,7,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.41114473675094,1317.3188866608125,Yes
7590-VHVEG,Female,0,No,Yes,9,No,Yes,No,No,No internet service,Yes,No,No,No,Two year,Yes,Mailed check,41.454573050101715,1924.1032440826627,No
7590-VHVEG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.57345999567457,-231.51163850438388,Yes
7590-VHVEG,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.9213809435731,-779.3139087720592,Yes
7590-VHVEG,Female,1,Yes,Yes,2,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,69.56951995807664,2142.9028291275736,Yes
7590-VHVEG,Female,0,Yes,No,1,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,106.61883626552148,-618.3000468358973,Yes
7590-VHVEG,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),56.054001983427284,-1867.4122661254414,No
7590-VHVEG,Female,1,No,Yes,0,Yes,Yes,No,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.82245082074225,3274.4504123033194,Yes
7590-VHVEG,Male,0,No,Yes,0,Yes,No phone service,No,Yes,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),37.263291558370234,2770.6761346305507,No
7590-VHVEG,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,0.05643123424941621,2684.9846351838273,Yes
7590-VHVEG,Male,1,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,29.28387535456703,2263.468844240702,No
7590-VHVEG,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,98.72603917073559,3158.012040668398,No
7590-VHVEG,Male,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),114.17542418222115,1012.5411919524588,No
7590-VHVEG,Male,0,No,No,2,Yes,No,No,No,No,No internet service,No,No internet service,No,One year,No,Electronic check,78.19977540844226,624.8922482769572,No
7590-VHVEG,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,71.58585651765547,6648.901286818747,Yes
7590-VHVEG,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.19052161992236,3240.7271987529684,Yes
7590-VHVEG,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,44.17850075798084,818.3847213234937,No
7590-VHVEG,Female,1,Yes,No,1,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),37.53703678507333,3918.340223880857,No
7590-VHVEG,Male,0,Yes,No,0,Yes,No,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.4726232105662,2634.4459702446316,Yes
7590-VHVEG,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.19138883054397,1580.8954866666086,Yes
7590-VHVEG,Female,1,Yes,No,1,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Mailed check,66.02267531668191,1840.053482909178,Yes
7590-VHVEG,Female,0,No,No,3,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.69803266836301,-11.476221016881937,No
7590-VHVEG,Female,0,No,No,2,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,One year,No,Electronic check,55.03185920162438,1535.3178612893078,Yes
7590-VHVEG,Male,0,Yes,Yes,3,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),71.32362151892497,2649.7804406637115,Yes
7590-VHVEG,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,One year,No,Mailed check,47.86103848445103,4084.30252254701,Yes
7590-VHVEG,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,122.51726232375712,616.4382160292082,Yes
7590-VHVEG,Female,0,No,No,1,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.94791013933722,3476.5626493479576,Yes
7590-VHVEG,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.344345488496685,2857.621029845728,No
7590-VHVEG,Male,0,Yes,No,0,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,No,Electronic check,41.24197872019411,5247.270568300066,No
7590-VHVEG,Female,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.13426922669692,2335.8791794254034,No
7590-VHVEG,Female,0,No,Yes,11,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,119.46364677064088,3566.9351431169575,Yes
7590-VHVEG,Female,0,No,No,0,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.78101639897841,3725.1913075191987,Yes
7590-VHVEG,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),86.16090514881688,879.7224001572297,Yes
7590-VHVEG,Female,0,No,Yes,5,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.51550140996518,1116.4996498656474,Yes
7590-VHVEG,Male,0,No,Yes,6,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,58.553918960896304,209.1236676052522,Yes
7590-VHVEG,Female,1,Yes,No,7,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,84.72312832602043,455.8418012149882,Yes
7590-VHVEG,Male,0,Yes,No,2,No,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.66350854759706,1854.342807860774,Yes
7590-VHVEG,Male,0,No,No,3,Yes,No phone service,No,No,Yes,No,No,Yes,No,One year,No,Mailed check,61.63681269410681,2717.1163537263587,Yes
7590-VHVEG,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,22.01770747722518,5241.964342732765,Yes
7590-VHVEG,Female,0,No,No,1,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,46.07268415434916,1876.3247946007268,No
7590-VHVEG,Male,0,No,No,0,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.76737718949953,-997.1069568645066,Yes
7590-VHVEG,Male,0,No,No,1,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),79.7499684910076,4380.541389679434,No
7590-VHVEG,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),64.19702848054571,4395.38457874672,Yes
7590-VHVEG,Male,0,Yes,No,4,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),48.07163061786281,1505.7201910730869,Yes
7590-VHVEG,Female,1,Yes,No,10,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),57.60621906887439,-708.9549229892759,No
7590-VHVEG,Female,0,No,Yes,6,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),118.82656676007264,2162.245952295892,Yes
7590-VHVEG,Female,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,13.906209485135818,1449.5365470508584,Yes
7590-VHVEG,Female,1,Yes,Yes,0,No,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),57.14041345310158,4570.490825863664,Yes
7590-VHVEG,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,No,Electronic check,96.21166331533726,6813.907113936599,Yes
7590-VHVEG,Female,0,Yes,Yes,1,No,Yes,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,60.91076928116971,2903.334781025731,Yes
7590-VHVEG,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,45.82466654588565,3174.3227097724553,No
7590-VHVEG,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,83.53122247915897,3093.445352980175,No
7590-VHVEG,Male,0,No,No,2,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.06509805244376,2839.4531128535673,Yes
7590-VHVEG,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Mailed check,93.59376098368774,-514.723415931951,Yes
7590-VHVEG,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,78.5735546230997,703.3024756015034,Yes
7590-VHVEG,Male,0,No,No,0,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,93.00676604126284,2031.5824275121308,Yes
7590-VHVEG,Female,0,No,No,2,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,80.15690816237964,1933.5346019862727,Yes
7590-VHVEG,Female,1,Yes,No,11,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,No,Mailed check,44.05826917733553,2765.4860779742207,No
7590-VHVEG,Female,0,Yes,No,0,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),63.261920012189655,1516.55125310753,Yes
7590-VHVEG,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.03750515695553,-852.7725368323336,Yes
7590-VHVEG,Male,0,Yes,No,2,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,90.32920350316951,2590.4882963583177,Yes
7590-VHVEG,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,52.00158854195707,5427.773988324592,Yes
7590-VHVEG,Male,1,Yes,No,5,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,79.17146429825172,1243.063379022515,Yes
7590-VHVEG,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,99.97376480296121,3139.239502551795,Yes
7590-VHVEG,Female,0,No,No,9,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),30.603539103062054,5542.955631474639,No
7590-VHVEG,Male,0,No,No,7,No,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),20.079513381271475,6558.760094090046,No
7590-VHVEG,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),84.21470644928432,1190.9032240623653,No
7590-VHVEG,Male,0,No,Yes,0,No,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),61.9393474162516,3360.5694574449662,Yes
7590-VHVEG,Male,0,Yes,No,1,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,102.7425382804801,747.7839172573808,Yes
7590-VHVEG,Female,0,No,Yes,4,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,143.1215239884888,2785.503959310722,Yes
7590-VHVEG,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,100.19538765982924,511.3357415084897,Yes
7590-VHVEG,Female,0,Yes,No,3,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,31.152245186533357,1829.25836001155,Yes
7590-VHVEG,Female,1,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),114.93283772322428,5828.834068975197,No
7590-VHVEG,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.36542771241247,5526.6029156288005,Yes
7590-VHVEG,Male,0,Yes,Yes,9,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,82.85967555241663,4811.82594841701,Yes
7590-VHVEG,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,33.13203636904605,2273.5628025530796,Yes
7590-VHVEG,Female,0,Yes,No,0,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.14861537969312,4082.2442871824123,Yes
7590-VHVEG,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No,No internet service,No,No,No,Two year,No,Bank transfer (automatic),68.14271976966867,4676.177315571993,No
7590-VHVEG,Male,1,Yes,Yes,4,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,64.0777725176912,2948.267028718643,Yes
7590-VHVEG,Female,0,No,No,0,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),71.47201466309741,-966.5566910234343,Yes
7590-VHVEG,Female,1,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),53.7687487819594,1579.6685276110193,Yes
7590-VHVEG,Female,0,No,Yes,1,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,94.95349690236526,496.85124163649334,Yes
7590-VHVEG,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),102.20352030701598,1282.7698871550533,Yes
7590-VHVEG,Male,0,Yes,No,4,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),36.60665971279034,-1099.7383265138378,Yes
7590-VHVEG,Male,0,No,Yes,0,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.304716565663625,-124.3495481040909,No
7590-VHVEG,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,17.917951242889764,-1147.501831144235,No
7590-VHVEG,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.20805133868596215,3397.3244653242914,No
7590-VHVEG,Male,1,No,Yes,1,Yes,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),41.30795619799234,7048.9860870170005,Yes
7590-VHVEG,Male,1,No,No,0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.99455838814491,-681.9977849628826,Yes
7590-VHVEG,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.74940088091289,2961.2152493178264,Yes
7590-VHVEG,Female,0,Yes,No,8,Yes,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),80.05102574348749,935.9446993378886,Yes
7590-VHVEG,Female,0,Yes,No,1,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.40049531200498,3368.049675035577,Yes
7590-VHVEG,Male,0,No,No,1,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,65.37389888932968,2543.1430958300252,No
7590-VHVEG,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),54.900899092963776,1650.1333517551116,No
7590-VHVEG,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.3858886078031,2383.4758568889897,Yes
7590-VHVEG,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,25.220749741814366,647.4730201402185,No
7590-VHVEG,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),96.63375469441627,3404.8849705712596,Yes
7590-VHVEG,Male,0,No,Yes,5,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),51.674675140469546,5634.738777655164,Yes
7590-VHVEG,Female,0,No,No,2,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,110.4331926422094,5460.322784861931,Yes
7590-VHVEG,Female,0,No,No,1,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Electronic check,77.50781318606869,2344.532896495184,Yes
7590-VHVEG,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),97.92951634326641,3996.3701211116,Yes
7590-VHVEG,Female,0,No,Yes,0,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),65.77853543444618,1432.9560169601912,Yes
7590-VHVEG,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),49.54027835119912,2845.9422867124795,No
7590-VHVEG,Male,0,No,No,4,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,116.97347322112249,2266.696741918969,Yes
7590-VHVEG,Female,0,No,No,0,Yes,Yes,No,No internet service,No,No,No,No internet service,No,Two year,No,Credit card (automatic),45.41314302615021,2475.8572281061915,No
7590-VHVEG,Male,0,Yes,No,2,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,53.70504647368736,3069.724479821889,No
7590-VHVEG,Male,0,Yes,No,2,Yes,No,No,No,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,39.2332251965633,3325.443758820617,No
7590-VHVEG,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),42.52078095367144,3649.2982016091482,Yes
7590-VHVEG,Female,0,No,Yes,1,Yes,No,DSL,No,No internet service,No,Yes,No,No,One year,Yes,Electronic check,68.25182069863175,1341.2184941063765,Yes
7590-VHVEG,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,50.558913135491395,3042.1590892339036,Yes
7590-VHVEG,Male,0,No,Yes,1,Yes,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,76.1503706697288,1908.468098928587,No
7590-VHVEG,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,82.43558639817324,2631.622543524482,Yes
7590-VHVEG,Female,0,No,No,0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.22839666993206,1286.3308724013416,Yes
7590-VHVEG,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),87.13752728108541,1917.1364077443955,Yes
7590-VHVEG,Female,1,Yes,No,2,Yes,Yes,No,No,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),20.983170835780314,-2339.01991642376,No
7590-VHVEG,Female,0,No,No,0,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,70.25913381204639,5061.748035555935,Yes
7590-VHVEG,Female,1,Yes,Yes,2,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,63.16270200591985,1632.2574411063024,No
7590-VHVEG,Male,0,Yes,Yes,1,Yes,No,No,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),43.9215587084483,5116.130492682503,No
7590-VHVEG,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),58.65330379050367,2429.8136983347986,No
7590-VHVEG,Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),109.50175363316991,2572.991879730657,Yes
7590-VHVEG,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,100.4710996241511,5852.929837039181,Yes
7590-VHVEG,Male,0,Yes,No,2,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,114.43024640781623,4632.311845719327,Yes
7590-VHVEG,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,77.5548900918906,-1468.4551382123555,No
7590-VHVEG,Female,0,No,No,4,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.21089318691975,5419.3254210273335,Yes
